area,duration,dispersion
Answers,632,58.56814672371738
Questions,454,117.61872760748145
Answers,1575,51.71424217839269
Feedback,0,0.0
Answers,577,34.354230480792864
Questions,921,134.18794917657124
Answers,267,35.32270886858403
Questions,61,1.0954451150103324
Answers,8,14.0
Questions,1033,175.13773453797947
Answers,34,19.98593255267314
Questions,156,6.043236720431494
Answers,0,0.0
Questions,51,6.951258878793107
Feedback,9,24.08318915758459
Answers,1665,23.573059519682587
Feedback,200,3.7240451273751565
Answers,1276,40.28820852591623
Feedback,8,19.78004044485248
Answers,711,40.65846266168142
Questions,78,5.026460595931194
Answers,177,16.58406196054245
Questions,69,34.48751787080202
Feedback,10,20.180436070610565
Questions,151,50.96605204975624
Answers,432,64.51591827555042
Questions,1019,108.07635009094075
Answers,155,28.56177774454864
Questions,11,0.5
Answers,645,51.69071700295039
Questions,534,22.277760459954475
Answers,98,3.678432301610411
Questions,434,51.01215140476133
Answers,26,9.5
Questions,369,27.518498828565807
Feedback,37,20.483055327649623
Questions,312,50.09364031491422
Feedback,34,11.264496832477201
Questions,644,104.65213458394759
Answers,247,25.87306107240112
Questions,1188,137.79199441890964
Answers,852,48.96849884647478
Questions,1089,202.54021260704775
Answers,1078,20.84392349830754
Feedback,281,166.35770439973254
Answers,267,18.716065700673024
Questions,1003,100.01632165554615
Feedback,0,0.0
Questions,834,64.2123072951227
Answers,386,42.617675902813
Questions,1536,117.71333071814338
Feedback,12,6.800735254367722
Answers,788,45.364455547934156
Questions,55,1.771690968789108
Answers,6576,49.064083308790174
Questions,876,122.55749671072758
Answers,10,9.0
Feedback,63,14.932501191586582
Answers,2075,41.42595148328553
Questions,687,111.17349671940296
Answers,22,41.17712417781936
Questions,940,110.09088902146978
Answers,1076,34.63262457742854
Questions,336,33.45291616585914
Answers,66,26.187889482651244
Feedback,732,55.1468210779189
Questions,1671,171.1968788775926
Answers,3875,56.43197586527951
Feedback,133,31.42175025183812
Questions,246,66.79609884463072
Answers,11,4.924428900898052
Feedback,512,158.29477052322355
Answers,266,13.34049286945576
Questions,954,204.38597997138714
Answers,0,0.0
Questions,78,3.0595932917809696
Answers,2078,22.282954774039553
Questions,955,128.08203706327228
Feedback,45,76.17086057016817
Questions,708,260.9382187510752
Feedback,0,0.0
Answers,380,25.219892322331592
Questions,744,37.38506763144039
Feedback,2171,142.54133317573562
Answers,78,36.108114300906756
Questions,1710,225.23743863922414
Answers,2641,34.10976817344383
Feedback,104,74.00450436741446
Answers,725,45.88236091445055
Questions,148,53.019031974181594
Feedback,4120,209.74490326213993
Answers,231,13.748029322390442
Feedback,383,40.93310731396308
Questions,0,0.0
Feedback,1954,55.58277621114178
